id,name,type,mode,octave,inversion,split
21629,G-6-iii-VI-ii-V-50,progression,iii-VI-ii-V,6,50,train
21630,D-6-i-vi-ii-V-min-42,progression,i-vi-ii-V-min,6,42,validation
21631,G-2-ii-V-I-maj-51,progression,ii-V-I-maj,2,51,validation
21632,F-1-i-vi-ii-V-min-139,progression,i-vi-ii-V-min,1,139,train
21633,D-3-ii#-V#-ii-V-210,progression,ii#-V#-ii-V,3,210,test
21634,E-4-ii#-V#-ii-V-53,progression,ii#-V#-ii-V,4,53,validation
21635,B-6-ii#-V#-ii-V-76,progression,ii#-V#-ii-V,6,76,train
21636,C#-7-I-IV7-iii-VI7-103,progression,I-IV7-iii-VI7,7,103,train
21637,C#-7-I-VI-ii-V-maj-89,progression,I-VI-ii-V-maj,7,89,train
21638,C-1-I-IV7-iii-VI7-187,progression,I-IV7-iii-VI7,1,187,train
21639,F#-3-i-vi-ii-V-min-164,progression,i-vi-ii-V-min,3,164,train
21640,F#-2-I-i#-ii-V-217,progression,I-i#-ii-V,2,217,train
21641,F-5-I-VI-ii-V-maj-159,progression,I-VI-ii-V-maj,5,159,train
21642,C#-7-I-i#-ii-V-176,progression,I-i#-ii-V,7,176,train
21643,G-5-I-i#-ii-V-105,progression,I-i#-ii-V,5,105,train
21644,Eb-7-ii-V-I-maj-57,progression,ii-V-I-maj,7,57,train
21645,F#-4-I-i#-ii-V-21,progression,I-i#-ii-V,4,21,train
21646,Ab-4-I-i#-ii-V-137,progression,I-i#-ii-V,4,137,train
21647,Ab-5-i-vi-ii-V-min-27,progression,i-vi-ii-V-min,5,27,test
21648,Eb-4-I-i#-ii-V-211,progression,I-i#-ii-V,4,211,train
21649,F-2-I-i#-ii-V-204,progression,I-i#-ii-V,2,204,train
21650,C-2-ii-V-i-min-9,progression,ii-V-i-min,2,9,train
21651,B-2-ii#-V#-ii-V-231,progression,ii#-V#-ii-V,2,231,train
21652,D-1-ii-V-i-min-42,progression,ii-V-i-min,1,42,train
21653,F-3-iii-VI-ii-V-174,progression,iii-VI-ii-V,3,174,validation
21654,E-6-ii-V-I-maj-9,progression,ii-V-I-maj,6,9,validation
21655,Eb-2-I-VI-ii-V-maj-100,progression,I-VI-ii-V-maj,2,100,train
21656,B-4-ii-triV-I-28,progression,ii-triV-I,4,28,train
21657,Ab-1-I-IV7-iii-VI7-193,progression,I-IV7-iii-VI7,1,193,validation
21658,Eb-4-iii-VI-ii-V-209,progression,iii-VI-ii-V,4,209,train
21659,C-7-iii-VI-ii-V-46,progression,iii-VI-ii-V,7,46,train
21660,B-5-I-i#-ii-V-143,progression,I-i#-ii-V,5,143,train
21661,F-3-iii-VI-ii-V-81,progression,iii-VI-ii-V,3,81,test
21662,A-7-iii-VI-ii-V-1,progression,iii-VI-ii-V,7,1,train
21663,Ab-4-i-vi-ii-V-min-141,progression,i-vi-ii-V-min,4,141,train
21664,Bb-5-ii#-V#-ii-V-147,progression,ii#-V#-ii-V,5,147,train
21665,B-2-I-i#-ii-V-4,progression,I-i#-ii-V,2,4,train
21666,F#-7-I-IV7-iii-VI7-219,progression,I-IV7-iii-VI7,7,219,train
21667,Ab-2-I-i#-ii-V-57,progression,I-i#-ii-V,2,57,train
21668,E-5-I-i#-ii-V-171,progression,I-i#-ii-V,5,171,train
21669,G-3-ii#-V#-ii-V-72,progression,ii#-V#-ii-V,3,72,train
21670,Eb-5-iii-VI-ii-V-31,progression,iii-VI-ii-V,5,31,train
21671,C-4-iii-VI-ii-V-1,progression,iii-VI-ii-V,4,1,train
21672,D-6-I-i#-ii-V-215,progression,I-i#-ii-V,6,215,train
21673,C#-1-I-i#-ii-V-100,progression,I-i#-ii-V,1,100,validation
21674,F-7-ii#-V#-ii-V-170,progression,ii#-V#-ii-V,7,170,validation
21675,G-2-I-IV7-iii-VI7-186,progression,I-IV7-iii-VI7,2,186,validation
21676,Bb-1-I-VI-ii-V-maj-137,progression,I-VI-ii-V-maj,1,137,train
21677,Eb-5-iii-VI-ii-V-116,progression,iii-VI-ii-V,5,116,train
21678,Bb-2-iii-VI-ii-V-45,progression,iii-VI-ii-V,2,45,train
21679,C-8-I-VI-ii-V-maj-158,progression,I-VI-ii-V-maj,8,158,train
21680,Ab-2-I-VI-ii-V-maj-88,progression,I-VI-ii-V-maj,2,88,train
21681,A-4-ii#-V#-ii-V-111,progression,ii#-V#-ii-V,4,111,test
21682,G-1-iii-VI-ii-V-139,progression,iii-VI-ii-V,1,139,train
21683,C-5-iii-VI-ii-V-211,progression,iii-VI-ii-V,5,211,train
21684,Bb-7-ii-V-I-maj-7,progression,ii-V-I-maj,7,7,train
21685,Bb-3-ii#-V#-ii-V-250,progression,ii#-V#-ii-V,3,250,train
21686,A-2-I-IV7-iii-VI7-81,progression,I-IV7-iii-VI7,2,81,train
21687,F-7-ii#-V#-ii-V-159,progression,ii#-V#-ii-V,7,159,validation
21688,F#-2-I-i#-ii-V-194,progression,I-i#-ii-V,2,194,train
21689,A-7-iii-VI-ii-V-233,progression,iii-VI-ii-V,7,233,train
21690,Bb-1-I-IV7-iii-VI7-81,progression,I-IV7-iii-VI7,1,81,validation
21691,Eb-7-I-VI-ii-V-maj-97,progression,I-VI-ii-V-maj,7,97,train
21692,A-6-I-VI-ii-V-maj-40,progression,I-VI-ii-V-maj,6,40,test
21693,E-3-I-VI-ii-V-maj-7,progression,I-VI-ii-V-maj,3,7,train
21694,C-1-I-VI-ii-V-maj-250,progression,I-VI-ii-V-maj,1,250,train
21695,B-4-iii-VI-ii-V-73,progression,iii-VI-ii-V,4,73,train
21696,Ab-2-ii#-V#-ii-V-13,progression,ii#-V#-ii-V,2,13,train
21697,D-5-ii-V-I-maj-26,progression,ii-V-I-maj,5,26,train
21698,B-6-ii-triV-I-9,progression,ii-triV-I,6,9,train
21699,A-7-I-IV7-iii-VI7-84,progression,I-IV7-iii-VI7,7,84,train
21700,A-5-ii#-V#-ii-V-144,progression,ii#-V#-ii-V,5,144,validation
21701,Ab-7-i-vi-ii-V-min-239,progression,i-vi-ii-V-min,7,239,train
21702,G-5-iii-VI-ii-V-225,progression,iii-VI-ii-V,5,225,test
21703,F-1-ii#-V#-ii-V-200,progression,ii#-V#-ii-V,1,200,train
21704,Ab-1-ii-triV-I-2,progression,ii-triV-I,1,2,train
21705,D-5-ii-triV-I-12,progression,ii-triV-I,5,12,train
21706,Bb-4-I-VI-ii-V-maj-108,progression,I-VI-ii-V-maj,4,108,train
21707,C-7-I-VI-ii-V-maj-19,progression,I-VI-ii-V-maj,7,19,train
21708,G-2-ii#-V#-ii-V-50,progression,ii#-V#-ii-V,2,50,train
21709,Ab-3-I-IV7-iii-VI7-158,progression,I-IV7-iii-VI7,3,158,validation
21710,Bb-2-iii-VI-ii-V-220,progression,iii-VI-ii-V,2,220,train
21711,C#-7-ii-triV-I-5,progression,ii-triV-I,7,5,train
21712,E-7-ii-V-I-maj-6,progression,ii-V-I-maj,7,6,train
21713,A-6-I-IV7-iii-VI7-73,progression,I-IV7-iii-VI7,6,73,train
21714,C#-5-i-vi-ii-V-min-228,progression,i-vi-ii-V-min,5,228,validation
21715,Bb-7-i-vi-ii-V-min-225,progression,i-vi-ii-V-min,7,225,train
21716,Eb-3-iii-VI-ii-V-17,progression,iii-VI-ii-V,3,17,train
21717,D-5-I-i#-ii-V-134,progression,I-i#-ii-V,5,134,train
21718,C#-6-I-IV7-iii-VI7-210,progression,I-IV7-iii-VI7,6,210,train
21719,Bb-7-iii-VI-ii-V-153,progression,iii-VI-ii-V,7,153,train
21720,B-2-I-i#-ii-V-136,progression,I-i#-ii-V,2,136,train
21721,Eb-6-I-VI-ii-V-maj-214,progression,I-VI-ii-V-maj,6,214,train
21722,F-7-I-VI-ii-V-maj-150,progression,I-VI-ii-V-maj,7,150,train
21723,F#-7-I-IV7-iii-VI7-126,progression,I-IV7-iii-VI7,7,126,train
21724,F#-1-ii-V-i-min-28,progression,ii-V-i-min,1,28,train
21725,C-7-I-i#-ii-V-188,progression,I-i#-ii-V,7,188,train
21726,C#-4-iii-VI-ii-V-147,progression,iii-VI-ii-V,4,147,train
21727,F-2-iii-VI-ii-V-92,progression,iii-VI-ii-V,2,92,train
21728,B-3-i-vi-ii-V-min-190,progression,i-vi-ii-V-min,3,190,train
21729,D-5-I-VI-ii-V-maj-34,progression,I-VI-ii-V-maj,5,34,train
21730,C#-7-I-VI-ii-V-maj-63,progression,I-VI-ii-V-maj,7,63,train
21731,D-1-iii-VI-ii-V-200,progression,iii-VI-ii-V,1,200,train
21732,Bb-3-ii#-V#-ii-V-245,progression,ii#-V#-ii-V,3,245,train
21733,F-2-I-IV7-iii-VI7-100,progression,I-IV7-iii-VI7,2,100,train
21734,B-4-I-IV7-iii-VI7-204,progression,I-IV7-iii-VI7,4,204,train
21735,A-6-I-IV7-iii-VI7-184,progression,I-IV7-iii-VI7,6,184,train
21736,C-7-ii-V-I-maj-26,progression,ii-V-I-maj,7,26,train
21737,Bb-1-I-i#-ii-V-117,progression,I-i#-ii-V,1,117,train
21738,Eb-3-I-IV7-iii-VI7-235,progression,I-IV7-iii-VI7,3,235,train
21739,A-4-iii-VI-ii-V-240,progression,iii-VI-ii-V,4,240,train
21740,F#-1-iii-VI-ii-V-25,progression,iii-VI-ii-V,1,25,train
21741,F#-7-I-IV7-iii-VI7-12,progression,I-IV7-iii-VI7,7,12,train
21742,Eb-4-I-i#-ii-V-193,progression,I-i#-ii-V,4,193,validation
21743,Bb-3-ii#-V#-ii-V-188,progression,ii#-V#-ii-V,3,188,train
21744,C-8-ii#-V#-ii-V-208,progression,ii#-V#-ii-V,8,208,train
21745,C-4-ii#-V#-ii-V-83,progression,ii#-V#-ii-V,4,83,train
21746,Ab-6-i-vi-ii-V-min-44,progression,i-vi-ii-V-min,6,44,train
21747,A-2-ii-V-I-maj-63,progression,ii-V-I-maj,2,63,train
21748,D-2-ii#-V#-ii-V-33,progression,ii#-V#-ii-V,2,33,train
21749,F-4-I-VI-ii-V-maj-173,progression,I-VI-ii-V-maj,4,173,test
21750,G-6-iii-VI-ii-V-128,progression,iii-VI-ii-V,6,128,train
21751,A-1-I-IV7-iii-VI7-153,progression,I-IV7-iii-VI7,1,153,train
21752,Eb-3-I-IV7-iii-VI7-145,progression,I-IV7-iii-VI7,3,145,train
21753,B-5-iii-VI-ii-V-234,progression,iii-VI-ii-V,5,234,validation
21754,Ab-4-i-vi-ii-V-min-229,progression,i-vi-ii-V-min,4,229,train
21755,C-8-iii-VI-ii-V-95,progression,iii-VI-ii-V,8,95,train
21756,D-6-I-IV7-iii-VI7-182,progression,I-IV7-iii-VI7,6,182,train
21757,Bb-3-I-i#-ii-V-239,progression,I-i#-ii-V,3,239,train
21758,C-7-iii-VI-ii-V-53,progression,iii-VI-ii-V,7,53,train
21759,G-2-I-VI-ii-V-maj-248,progression,I-VI-ii-V-maj,2,248,train
21760,F#-1-ii-V-i-min-57,progression,ii-V-i-min,1,57,train
21761,D-7-ii#-V#-ii-V-176,progression,ii#-V#-ii-V,7,176,train
21762,G-7-I-VI-ii-V-maj-99,progression,I-VI-ii-V-maj,7,99,train
21763,F#-7-i-vi-ii-V-min-180,progression,i-vi-ii-V-min,7,180,train
21764,Bb-2-iii-VI-ii-V-94,progression,iii-VI-ii-V,2,94,train
21765,B-5-ii-triV-I-46,progression,ii-triV-I,5,46,train
21766,F#-6-I-VI-ii-V-maj-252,progression,I-VI-ii-V-maj,6,252,validation
21767,E-4-ii#-V#-ii-V-109,progression,ii#-V#-ii-V,4,109,train
21768,Ab-5-I-IV7-iii-VI7-95,progression,I-IV7-iii-VI7,5,95,train
21769,G-5-I-i#-ii-V-50,progression,I-i#-ii-V,5,50,train
21770,G-3-ii-V-i-min-13,progression,ii-V-i-min,3,13,train
21771,G-6-ii#-V#-ii-V-247,progression,ii#-V#-ii-V,6,247,train
21772,C#-4-ii-V-I-maj-41,progression,ii-V-I-maj,4,41,train
21773,Eb-7-ii-V-i-min-20,progression,ii-V-i-min,7,20,train
21774,B-3-I-i#-ii-V-164,progression,I-i#-ii-V,3,164,validation
21775,B-7-I-VI-ii-V-maj-95,progression,I-VI-ii-V-maj,7,95,train
21776,F-6-I-i#-ii-V-179,progression,I-i#-ii-V,6,179,train
21777,G-5-I-IV7-iii-VI7-101,progression,I-IV7-iii-VI7,5,101,train
21778,E-3-iii-VI-ii-V-217,progression,iii-VI-ii-V,3,217,train
21779,B-1-i-vi-ii-V-min-232,progression,i-vi-ii-V-min,1,232,train
21780,F-3-i-vi-ii-V-min-166,progression,i-vi-ii-V-min,3,166,train
21781,Eb-5-ii-V-I-maj-21,progression,ii-V-I-maj,5,21,train
21782,Bb-1-iii-VI-ii-V-70,progression,iii-VI-ii-V,1,70,train
21783,Ab-5-I-i#-ii-V-99,progression,I-i#-ii-V,5,99,test
21784,A-3-I-i#-ii-V-42,progression,I-i#-ii-V,3,42,validation
21785,E-3-I-i#-ii-V-131,progression,I-i#-ii-V,3,131,train
21786,B-2-ii#-V#-ii-V-75,progression,ii#-V#-ii-V,2,75,validation
21787,E-5-iii-VI-ii-V-70,progression,iii-VI-ii-V,5,70,train
21788,A-1-ii#-V#-ii-V-247,progression,ii#-V#-ii-V,1,247,train
21789,D-6-ii#-V#-ii-V-73,progression,ii#-V#-ii-V,6,73,train
21790,Ab-6-i-vi-ii-V-min-249,progression,i-vi-ii-V-min,6,249,train
21791,D-5-ii#-V#-ii-V-67,progression,ii#-V#-ii-V,5,67,train
21792,E-6-ii#-V#-ii-V-159,progression,ii#-V#-ii-V,6,159,train
21793,Eb-6-ii#-V#-ii-V-82,progression,ii#-V#-ii-V,6,82,train
21794,A-3-I-VI-ii-V-maj-102,progression,I-VI-ii-V-maj,3,102,test
21795,E-6-I-IV7-iii-VI7-211,progression,I-IV7-iii-VI7,6,211,train
21796,B-4-I-i#-ii-V-179,progression,I-i#-ii-V,4,179,train
21797,A-7-ii-V-i-min-63,progression,ii-V-i-min,7,63,train
21798,A-7-I-i#-ii-V-21,progression,I-i#-ii-V,7,21,train
21799,A-1-ii-V-I-maj-41,progression,ii-V-I-maj,1,41,train
21800,Ab-5-I-VI-ii-V-maj-84,progression,I-VI-ii-V-maj,5,84,train
21801,Eb-3-ii-triV-I-11,progression,ii-triV-I,3,11,train
21802,Ab-6-iii-VI-ii-V-46,progression,iii-VI-ii-V,6,46,train
21803,F#-2-I-i#-ii-V-208,progression,I-i#-ii-V,2,208,train
21804,B-1-iii-VI-ii-V-175,progression,iii-VI-ii-V,1,175,train
21805,C-4-ii#-V#-ii-V-22,progression,ii#-V#-ii-V,4,22,train
21806,Eb-2-ii-V-I-maj-43,progression,ii-V-I-maj,2,43,train
21807,C#-5-ii-V-I-maj-48,progression,ii-V-I-maj,5,48,train
21808,Bb-5-i-vi-ii-V-min-192,progression,i-vi-ii-V-min,5,192,train
21809,C#-2-I-VI-ii-V-maj-128,progression,I-VI-ii-V-maj,2,128,train
21810,Ab-1-iii-VI-ii-V-252,progression,iii-VI-ii-V,1,252,train
21811,B-3-I-i#-ii-V-40,progression,I-i#-ii-V,3,40,train
21812,C-4-iii-VI-ii-V-70,progression,iii-VI-ii-V,4,70,train
21813,A-5-ii#-V#-ii-V-102,progression,ii#-V#-ii-V,5,102,train
21814,F-1-I-i#-ii-V-112,progression,I-i#-ii-V,1,112,train
21815,D-3-ii-V-I-maj-12,progression,ii-V-I-maj,3,12,train
21816,D-3-ii-V-I-maj-6,progression,ii-V-I-maj,3,6,train
21817,F-4-i-vi-ii-V-min-123,progression,i-vi-ii-V-min,4,123,train
21818,A-4-I-VI-ii-V-maj-144,progression,I-VI-ii-V-maj,4,144,train
21819,Ab-3-ii-triV-I-3,progression,ii-triV-I,3,3,validation
21820,Bb-2-i-vi-ii-V-min-246,progression,i-vi-ii-V-min,2,246,train
21821,G-5-iii-VI-ii-V-129,progression,iii-VI-ii-V,5,129,train
21822,E-6-iii-VI-ii-V-95,progression,iii-VI-ii-V,6,95,validation
21823,D-2-I-i#-ii-V-207,progression,I-i#-ii-V,2,207,train
21824,Ab-4-iii-VI-ii-V-96,progression,iii-VI-ii-V,4,96,train
21825,Bb-3-I-VI-ii-V-maj-120,progression,I-VI-ii-V-maj,3,120,validation
21826,B-2-i-vi-ii-V-min-243,progression,i-vi-ii-V-min,2,243,train
21827,Eb-6-I-VI-ii-V-maj-40,progression,I-VI-ii-V-maj,6,40,test
21828,C-1-ii#-V#-ii-V-134,progression,ii#-V#-ii-V,1,134,train
21829,B-6-ii#-V#-ii-V-39,progression,ii#-V#-ii-V,6,39,train
21830,B-3-I-VI-ii-V-maj-51,progression,I-VI-ii-V-maj,3,51,train
21831,Eb-3-iii-VI-ii-V-247,progression,iii-VI-ii-V,3,247,train
21832,Eb-7-ii#-V#-ii-V-15,progression,ii#-V#-ii-V,7,15,train
21833,E-1-i-vi-ii-V-min-133,progression,i-vi-ii-V-min,1,133,validation
21834,F#-7-ii-triV-I-51,progression,ii-triV-I,7,51,test
21835,A-3-ii#-V#-ii-V-232,progression,ii#-V#-ii-V,3,232,test
21836,D-6-i-vi-ii-V-min-201,progression,i-vi-ii-V-min,6,201,train
21837,C-6-I-i#-ii-V-250,progression,I-i#-ii-V,6,250,train
21838,B-3-ii-triV-I-27,progression,ii-triV-I,3,27,train
21839,E-7-I-IV7-iii-VI7-123,progression,I-IV7-iii-VI7,7,123,train
21840,C-7-I-IV7-iii-VI7-29,progression,I-IV7-iii-VI7,7,29,train
21841,F#-3-I-VI-ii-V-maj-201,progression,I-VI-ii-V-maj,3,201,train
21842,D-2-ii#-V#-ii-V-122,progression,ii#-V#-ii-V,2,122,train
21843,C-6-ii#-V#-ii-V-114,progression,ii#-V#-ii-V,6,114,test
21844,C#-4-I-IV7-iii-VI7-172,progression,I-IV7-iii-VI7,4,172,test
21845,F-1-I-VI-ii-V-maj-18,progression,I-VI-ii-V-maj,1,18,train
21846,A-4-I-VI-ii-V-maj-70,progression,I-VI-ii-V-maj,4,70,test
21847,B-6-ii#-V#-ii-V-116,progression,ii#-V#-ii-V,6,116,test
21848,C#-6-I-IV7-iii-VI7-39,progression,I-IV7-iii-VI7,6,39,train
21849,B-7-I-i#-ii-V-31,progression,I-i#-ii-V,7,31,train
21850,G-7-iii-VI-ii-V-251,progression,iii-VI-ii-V,7,251,train
21851,Ab-5-I-IV7-iii-VI7-196,progression,I-IV7-iii-VI7,5,196,train
21852,Bb-2-I-i#-ii-V-159,progression,I-i#-ii-V,2,159,validation
21853,A-6-i-vi-ii-V-min-195,progression,i-vi-ii-V-min,6,195,train
21854,C-3-ii#-V#-ii-V-1,progression,ii#-V#-ii-V,3,1,train
21855,F-5-ii-triV-I-5,progression,ii-triV-I,5,5,train
21856,Bb-3-ii#-V#-ii-V-89,progression,ii#-V#-ii-V,3,89,train
21857,G-4-ii#-V#-ii-V-191,progression,ii#-V#-ii-V,4,191,train
21858,D-3-iii-VI-ii-V-228,progression,iii-VI-ii-V,3,228,train
21859,F#-5-ii#-V#-ii-V-151,progression,ii#-V#-ii-V,5,151,test
21860,F-6-I-VI-ii-V-maj-240,progression,I-VI-ii-V-maj,6,240,train
21861,C#-4-I-VI-ii-V-maj-215,progression,I-VI-ii-V-maj,4,215,train
21862,F#-5-I-VI-ii-V-maj-237,progression,I-VI-ii-V-maj,5,237,train
21863,Eb-3-I-IV7-iii-VI7-86,progression,I-IV7-iii-VI7,3,86,train
21864,D-5-ii#-V#-ii-V-1,progression,ii#-V#-ii-V,5,1,train
21865,F-4-I-i#-ii-V-138,progression,I-i#-ii-V,4,138,validation
21866,Ab-2-I-i#-ii-V-63,progression,I-i#-ii-V,2,63,train
21867,Bb-4-ii#-V#-ii-V-34,progression,ii#-V#-ii-V,4,34,train
21868,C-1-I-VI-ii-V-maj-173,progression,I-VI-ii-V-maj,1,173,train
21869,D-1-i-vi-ii-V-min-149,progression,i-vi-ii-V-min,1,149,train
21870,F#-3-I-IV7-iii-VI7-64,progression,I-IV7-iii-VI7,3,64,train
21871,B-1-iii-VI-ii-V-122,progression,iii-VI-ii-V,1,122,train
21872,Eb-7-i-vi-ii-V-min-46,progression,i-vi-ii-V-min,7,46,train
21873,F-7-iii-VI-ii-V-25,progression,iii-VI-ii-V,7,25,train
21874,F-3-ii#-V#-ii-V-87,progression,ii#-V#-ii-V,3,87,train
21875,F#-1-I-VI-ii-V-maj-149,progression,I-VI-ii-V-maj,1,149,train
21876,A-6-I-IV7-iii-VI7-216,progression,I-IV7-iii-VI7,6,216,train
21877,C#-7-i-vi-ii-V-min-144,progression,i-vi-ii-V-min,7,144,train
21878,G-4-I-VI-ii-V-maj-98,progression,I-VI-ii-V-maj,4,98,train
21879,C-6-ii#-V#-ii-V-190,progression,ii#-V#-ii-V,6,190,train
21880,F-7-i-vi-ii-V-min-108,progression,i-vi-ii-V-min,7,108,train
21881,B-7-iii-VI-ii-V-167,progression,iii-VI-ii-V,7,167,validation
21882,C-8-i-vi-ii-V-min-165,progression,i-vi-ii-V-min,8,165,train
21883,C-4-I-VI-ii-V-maj-91,progression,I-VI-ii-V-maj,4,91,train
21884,Ab-3-ii#-V#-ii-V-107,progression,ii#-V#-ii-V,3,107,train
21885,G-1-iii-VI-ii-V-166,progression,iii-VI-ii-V,1,166,train
21886,F#-5-i-vi-ii-V-min-172,progression,i-vi-ii-V-min,5,172,train
21887,F-2-I-i#-ii-V-53,progression,I-i#-ii-V,2,53,train
21888,Bb-4-I-IV7-iii-VI7-237,progression,I-IV7-iii-VI7,4,237,train
21889,A-3-iii-VI-ii-V-25,progression,iii-VI-ii-V,3,25,train
21890,C#-1-I-VI-ii-V-maj-108,progression,I-VI-ii-V-maj,1,108,validation
21891,A-4-i-vi-ii-V-min-73,progression,i-vi-ii-V-min,4,73,train
21892,Bb-1-ii#-V#-ii-V-61,progression,ii#-V#-ii-V,1,61,test
21893,Bb-1-ii#-V#-ii-V-199,progression,ii#-V#-ii-V,1,199,validation
21894,E-7-I-i#-ii-V-204,progression,I-i#-ii-V,7,204,train
21895,F#-3-iii-VI-ii-V-161,progression,iii-VI-ii-V,3,161,train
21896,F#-5-I-VI-ii-V-maj-161,progression,I-VI-ii-V-maj,5,161,train
21897,A-7-I-VI-ii-V-maj-253,progression,I-VI-ii-V-maj,7,253,train
21898,F#-6-I-i#-ii-V-197,progression,I-i#-ii-V,6,197,train
21899,C#-5-I-VI-ii-V-maj-14,progression,I-VI-ii-V-maj,5,14,train
21900,A-1-iii-VI-ii-V-41,progression,iii-VI-ii-V,1,41,train
21901,Eb-6-I-IV7-iii-VI7-191,progression,I-IV7-iii-VI7,6,191,train
21902,Eb-6-ii-triV-I-59,progression,ii-triV-I,6,59,train
21903,G-5-ii#-V#-ii-V-151,progression,ii#-V#-ii-V,5,151,train
21904,Eb-5-iii-VI-ii-V-231,progression,iii-VI-ii-V,5,231,train
21905,Bb-6-ii#-V#-ii-V-18,progression,ii#-V#-ii-V,6,18,train
21906,E-5-iii-VI-ii-V-234,progression,iii-VI-ii-V,5,234,validation
21907,G-5-ii#-V#-ii-V-81,progression,ii#-V#-ii-V,5,81,train
21908,C-4-I-VI-ii-V-maj-98,progression,I-VI-ii-V-maj,4,98,train
21909,F#-7-iii-VI-ii-V-74,progression,iii-VI-ii-V,7,74,train
21910,Eb-2-iii-VI-ii-V-98,progression,iii-VI-ii-V,2,98,train
21911,D-1-ii#-V#-ii-V-187,progression,ii#-V#-ii-V,1,187,train
21912,C#-5-I-i#-ii-V-61,progression,I-i#-ii-V,5,61,train
21913,G-5-iii-VI-ii-V-216,progression,iii-VI-ii-V,5,216,train
21914,C#-3-I-i#-ii-V-21,progression,I-i#-ii-V,3,21,train
21915,F-1-I-i#-ii-V-1,progression,I-i#-ii-V,1,1,train
21916,F#-5-iii-VI-ii-V-31,progression,iii-VI-ii-V,5,31,train
21917,E-6-I-IV7-iii-VI7-43,progression,I-IV7-iii-VI7,6,43,train
21918,Ab-5-ii-V-I-maj-60,progression,ii-V-I-maj,5,60,train
21919,G-7-I-i#-ii-V-187,progression,I-i#-ii-V,7,187,train
21920,F-7-i-vi-ii-V-min-169,progression,i-vi-ii-V-min,7,169,train
21921,D-1-I-i#-ii-V-12,progression,I-i#-ii-V,1,12,train
21922,Bb-3-iii-VI-ii-V-96,progression,iii-VI-ii-V,3,96,train
21923,Ab-7-ii#-V#-ii-V-186,progression,ii#-V#-ii-V,7,186,train
21924,G-4-iii-VI-ii-V-227,progression,iii-VI-ii-V,4,227,train
21925,F#-3-i-vi-ii-V-min-182,progression,i-vi-ii-V-min,3,182,train
21926,Eb-5-ii-V-I-maj-11,progression,ii-V-I-maj,5,11,train
21927,F-1-iii-VI-ii-V-130,progression,iii-VI-ii-V,1,130,train
21928,F#-4-i-vi-ii-V-min-16,progression,i-vi-ii-V-min,4,16,train
21929,Ab-5-I-i#-ii-V-47,progression,I-i#-ii-V,5,47,train
21930,A-4-ii#-V#-ii-V-198,progression,ii#-V#-ii-V,4,198,validation
21931,Bb-3-i-vi-ii-V-min-50,progression,i-vi-ii-V-min,3,50,train
21932,F-2-ii#-V#-ii-V-83,progression,ii#-V#-ii-V,2,83,train
21933,F-2-I-IV7-iii-VI7-144,progression,I-IV7-iii-VI7,2,144,train
21934,F-1-iii-VI-ii-V-185,progression,iii-VI-ii-V,1,185,train
21935,E-2-i-vi-ii-V-min-240,progression,i-vi-ii-V-min,2,240,train
21936,D-7-I-IV7-iii-VI7-37,progression,I-IV7-iii-VI7,7,37,train
21937,Ab-1-ii-V-i-min-56,progression,ii-V-i-min,1,56,train
21938,Eb-6-iii-VI-ii-V-190,progression,iii-VI-ii-V,6,190,train
21939,B-6-i-vi-ii-V-min-141,progression,i-vi-ii-V-min,6,141,validation
21940,Ab-1-i-vi-ii-V-min-174,progression,i-vi-ii-V-min,1,174,train
21941,F-2-iii-VI-ii-V-159,progression,iii-VI-ii-V,2,159,train
21942,E-1-ii-V-I-maj-43,progression,ii-V-I-maj,1,43,train
21943,F-5-iii-VI-ii-V-114,progression,iii-VI-ii-V,5,114,train
21944,F-6-i-vi-ii-V-min-165,progression,i-vi-ii-V-min,6,165,validation
21945,F#-4-I-VI-ii-V-maj-135,progression,I-VI-ii-V-maj,4,135,train
21946,Ab-4-i-vi-ii-V-min-59,progression,i-vi-ii-V-min,4,59,train
21947,C#-5-ii#-V#-ii-V-100,progression,ii#-V#-ii-V,5,100,train
21948,Ab-7-ii-triV-I-3,progression,ii-triV-I,7,3,validation
21949,Ab-4-ii#-V#-ii-V-203,progression,ii#-V#-ii-V,4,203,train
21950,G-5-I-i#-ii-V-36,progression,I-i#-ii-V,5,36,train
21951,C-7-i-vi-ii-V-min-94,progression,i-vi-ii-V-min,7,94,train
21952,Eb-5-I-VI-ii-V-maj-74,progression,I-VI-ii-V-maj,5,74,train
21953,D-4-I-i#-ii-V-2,progression,I-i#-ii-V,4,2,train
21954,F-4-I-IV7-iii-VI7-95,progression,I-IV7-iii-VI7,4,95,train
21955,Bb-2-ii#-V#-ii-V-123,progression,ii#-V#-ii-V,2,123,train
21956,D-4-iii-VI-ii-V-121,progression,iii-VI-ii-V,4,121,validation
21957,C-7-I-IV7-iii-VI7-205,progression,I-IV7-iii-VI7,7,205,validation
21958,D-2-ii#-V#-ii-V-21,progression,ii#-V#-ii-V,2,21,train
21959,G-1-i-vi-ii-V-min-248,progression,i-vi-ii-V-min,1,248,train
21960,F-1-iii-VI-ii-V-142,progression,iii-VI-ii-V,1,142,train
21961,G-1-I-VI-ii-V-maj-212,progression,I-VI-ii-V-maj,1,212,test
21962,C-8-I-i#-ii-V-26,progression,I-i#-ii-V,8,26,train
21963,B-6-I-VI-ii-V-maj-54,progression,I-VI-ii-V-maj,6,54,train
