id,name,type,mode,octave,inversion,split,,,,
19158,D-3-I-VI-ii-V-maj-23,progression,I-VI-ii-V-maj,3,23,train,,,,
19159,B-1-I-i#-ii-V-96,progression,I-i#-ii-V,1,96,train,,,,
19160,F#-7-ii#-V#-ii-V-55,progression,ii#-V#-ii-V,7,55,train,,,,
19161,B-6-ii-V-I-maj-22,progression,ii-V-I-maj,6,22,train,,,,
19162,B-3-I-i#-ii-V-7,progression,I-i#-ii-V,3,7,train,,,,
19163,G-6-i-vi-ii-V-min-44,progression,i-vi-ii-V-min,6,44,train,,,,
19164,E-6-ii-V-I-maj-24,progression,ii-V-I-maj,6,24,train,,,,
19165,D-4-I-IV7-iii-VI7-247,progression,I-IV7-iii-VI7,4,247,train,,,,
19166,C#-7-I-IV7-iii-VI7-175,progression,I-IV7-iii-VI7,7,175,train,,,,
19167,F-6-ii#-V#-ii-V-240,progression,ii#-V#-ii-V,6,240,train,,,,
19168,Ab-4-ii#-V#-ii-V-195,progression,ii#-V#-ii-V,4,195,train,,,,
19169,Ab-1-I-IV7-iii-VI7-240,progression,I-IV7-iii-VI7,1,240,train,,,,
19170,G-5-iii-VI-ii-V-21,progression,iii-VI-ii-V,5,21,train,,,,
19171,F-1-I-i#-ii-V-22,progression,I-i#-ii-V,1,22,train,,,,
19172,Ab-7-iii-VI-ii-V-103,progression,iii-VI-ii-V,7,103,train,,,,
19173,A-2-ii#-V#-ii-V-80,progression,ii#-V#-ii-V,2,80,train,,,,
19174,G-2-ii#-V#-ii-V-160,progression,ii#-V#-ii-V,2,160,train,,,,
19175,F-2-I-IV7-iii-VI7-36,progression,I-IV7-iii-VI7,2,36,test,,,,
19176,C#-3-ii-V-i-min-20,progression,ii-V-i-min,3,20,train,,,,
19177,C#-3-i-vi-ii-V-min-236,progression,i-vi-ii-V-min,3,236,train,,,,
19178,D-6-iii-VI-ii-V-62,progression,iii-VI-ii-V,6,62,train,,,,
19179,Eb-3-ii-V-I-maj-20,progression,ii-V-I-maj,3,20,train,,,,
19180,D-6-ii-V-i-min-62,progression,ii-V-i-min,6,62,train,,,,
19181,Eb-3-iii-VI-ii-V-28,progression,iii-VI-ii-V,3,28,train,,,,
19182,Ab-1-I-VI-ii-V-maj-71,progression,I-VI-ii-V-maj,1,71,train,,,,
19183,C#-4-I-IV7-iii-VI7-100,progression,I-IV7-iii-VI7,4,100,train,,,,
19184,B-5-i-vi-ii-V-min-104,progression,i-vi-ii-V-min,5,104,train,,,,
19185,E-6-I-i#-ii-V-91,progression,I-i#-ii-V,6,91,train,,,,
19186,C#-4-I-i#-ii-V-40,progression,I-i#-ii-V,4,40,test,,,,
19187,F-6-ii-V-I-maj-16,progression,ii-V-I-maj,6,16,train,,,,
19188,D-7-I-VI-ii-V-maj-92,progression,I-VI-ii-V-maj,7,92,train,,,,
19189,Bb-1-ii-triV-I-60,progression,ii-triV-I,1,60,train,,,,
19190,C#-4-I-VI-ii-V-maj-39,progression,I-VI-ii-V-maj,4,39,train,,,,
19191,Eb-5-iii-VI-ii-V-31,progression,iii-VI-ii-V,5,31,test,,,,
19192,D-3-i-vi-ii-V-min-179,progression,i-vi-ii-V-min,3,179,train,,,,
19193,D-2-I-i#-ii-V-190,progression,I-i#-ii-V,2,190,train,,,,
19194,C-4-i-vi-ii-V-min-61,progression,i-vi-ii-V-min,4,61,test,,,,
19195,A-7-ii-triV-I-36,progression,ii-triV-I,7,36,train,,,,
19196,F#-4-iii-VI-ii-V-28,progression,iii-VI-ii-V,4,28,train,,,,
19197,Ab-6-iii-VI-ii-V-161,progression,iii-VI-ii-V,6,161,validation,,,,
19198,Eb-6-ii#-V#-ii-V-80,progression,ii#-V#-ii-V,6,80,test,,,,
19199,C-6-iii-VI-ii-V-31,progression,iii-VI-ii-V,6,31,train,,,,
19200,F#-2-I-VI-ii-V-maj-65,progression,I-VI-ii-V-maj,2,65,train,,,,
19201,Bb-6-I-VI-ii-V-maj-156,progression,I-VI-ii-V-maj,6,156,train,,,,
19202,C-3-ii#-V#-ii-V-181,progression,ii#-V#-ii-V,3,181,train,,,,
19203,E-1-ii#-V#-ii-V-177,progression,ii#-V#-ii-V,1,177,train,,,,
19204,F#-1-I-i#-ii-V-164,progression,I-i#-ii-V,1,164,train,,,,
19205,A-5-ii-V-I-maj-3,progression,ii-V-I-maj,5,3,validation,,,,
19206,D-2-ii#-V#-ii-V-189,progression,ii#-V#-ii-V,2,189,train,,,,
19207,E-1-iii-VI-ii-V-197,progression,iii-VI-ii-V,1,197,test,,,,
19208,Bb-1-I-VI-ii-V-maj-121,progression,I-VI-ii-V-maj,1,121,train,,,,
19209,D-2-i-vi-ii-V-min-70,progression,i-vi-ii-V-min,2,70,train,,,,
19210,D-7-ii-V-i-min-0,progression,ii-V-i-min,7,0,train,,,,
19211,B-4-I-IV7-iii-VI7-230,progression,I-IV7-iii-VI7,4,230,test,,,,
19212,D-5-I-VI-ii-V-maj-52,progression,I-VI-ii-V-maj,5,52,train,,,,
19213,D-1-I-IV7-iii-VI7-184,progression,I-IV7-iii-VI7,1,184,train,,,,
19214,A-6-iii-VI-ii-V-118,progression,iii-VI-ii-V,6,118,test,,,,
19215,D-2-i-vi-ii-V-min-124,progression,i-vi-ii-V-min,2,124,train,,,,
19216,Eb-1-I-i#-ii-V-58,progression,I-i#-ii-V,1,58,train,,,,
19217,A-1-I-IV7-iii-VI7-135,progression,I-IV7-iii-VI7,1,135,train,,,,
19218,Bb-6-I-IV7-iii-VI7-80,progression,I-IV7-iii-VI7,6,80,test,,,,
19219,B-6-I-i#-ii-V-248,progression,I-i#-ii-V,6,248,train,,,,
19220,E-3-ii-V-I-maj-17,progression,ii-V-I-maj,3,17,train,,,,
19221,C#-5-iii-VI-ii-V-58,progression,iii-VI-ii-V,5,58,train,,,,
19222,Eb-5-I-IV7-iii-VI7-134,progression,I-IV7-iii-VI7,5,134,train,,,,
19223,C#-4-ii#-V#-ii-V-212,progression,ii#-V#-ii-V,4,212,train,,,,
19224,G-6-ii#-V#-ii-V-105,progression,ii#-V#-ii-V,6,105,train,,,,
19225,D-2-i-vi-ii-V-min-187,progression,i-vi-ii-V-min,2,187,train,,,,
19226,E-3-I-IV7-iii-VI7-28,progression,I-IV7-iii-VI7,3,28,test,,,,
19227,C#-4-I-i#-ii-V-23,progression,I-i#-ii-V,4,23,train,,,,
19228,F-2-I-IV7-iii-VI7-33,progression,I-IV7-iii-VI7,2,33,train,,,,
19229,Eb-6-ii#-V#-ii-V-67,progression,ii#-V#-ii-V,6,67,train,,,,
19230,B-1-i-vi-ii-V-min-167,progression,i-vi-ii-V-min,1,167,train,,,,
19231,B-1-I-VI-ii-V-maj-16,progression,I-VI-ii-V-maj,1,16,train,,,,
19232,E-7-I-IV7-iii-VI7-83,progression,I-IV7-iii-VI7,7,83,train,,,,
19233,C-5-ii#-V#-ii-V-117,progression,ii#-V#-ii-V,5,117,validation,,,,
19234,Bb-5-ii#-V#-ii-V-86,progression,ii#-V#-ii-V,5,86,validation,,,,
19235,F-7-I-i#-ii-V-168,progression,I-i#-ii-V,7,168,train,,,,
19236,D-1-ii-V-I-maj-3,progression,ii-V-I-maj,1,3,train,,,,
19237,B-4-i-vi-ii-V-min-14,progression,i-vi-ii-V-min,4,14,test,,,,
19238,F-3-I-i#-ii-V-218,progression,I-i#-ii-V,3,218,test,,,,
19239,D-6-I-IV7-iii-VI7-70,progression,I-IV7-iii-VI7,6,70,train,,,,
19240,B-3-ii#-V#-ii-V-124,progression,ii#-V#-ii-V,3,124,train,,,,
19241,F-3-I-VI-ii-V-maj-178,progression,I-VI-ii-V-maj,3,178,train,,,,
19242,A-4-I-i#-ii-V-155,progression,I-i#-ii-V,4,155,train,,,,
19243,D-6-i-vi-ii-V-min-249,progression,i-vi-ii-V-min,6,249,train,,,,
19244,A-4-I-i#-ii-V-165,progression,I-i#-ii-V,4,165,validation,,,,
19245,Ab-4-I-VI-ii-V-maj-136,progression,I-VI-ii-V-maj,4,136,train,,,,
19246,Ab-5-iii-VI-ii-V-94,progression,iii-VI-ii-V,5,94,train,,,,
19247,Bb-6-i-vi-ii-V-min-136,progression,i-vi-ii-V-min,6,136,train,,,,
19248,A-7-I-IV7-iii-VI7-95,progression,I-IV7-iii-VI7,7,95,train,,,,
19249,D-6-I-IV7-iii-VI7-235,progression,I-IV7-iii-VI7,6,235,train,,,,
19250,C-1-iii-VI-ii-V-243,progression,iii-VI-ii-V,1,243,train,,,,
19251,C-3-I-VI-ii-V-maj-69,progression,I-VI-ii-V-maj,3,69,train,,,,
19252,A-1-ii-V-I-maj-30,progression,ii-V-I-maj,1,30,train,,,,
19253,A-7-I-IV7-iii-VI7-235,progression,I-IV7-iii-VI7,7,235,train,,,,
19254,G-2-iii-VI-ii-V-10,progression,iii-VI-ii-V,2,10,train,,,,
19255,D-6-i-vi-ii-V-min-108,progression,i-vi-ii-V-min,6,108,train,,,,
19256,D-3-ii#-V#-ii-V-154,progression,ii#-V#-ii-V,3,154,train,,,,
19257,C#-4-ii#-V#-ii-V-1,progression,ii#-V#-ii-V,4,1,train,,,,
19258,F#-6-iii-VI-ii-V-29,progression,iii-VI-ii-V,6,29,validation,,,,
19259,A-2-iii-VI-ii-V-28,progression,iii-VI-ii-V,2,28,train,,,,
19260,G-1-ii-triV-I-35,progression,ii-triV-I,1,35,train,,,,
19261,F-1-I-VI-ii-V-maj-128,progression,I-VI-ii-V-maj,1,128,validation,,,,
19262,C#-4-I-i#-ii-V-124,progression,I-i#-ii-V,4,124,train,,,,
19263,Bb-4-ii-V-i-min-10,progression,ii-V-i-min,4,10,train,,,,
19264,G-3-i-vi-ii-V-min-39,progression,i-vi-ii-V-min,3,39,train,,,,
19265,F#-5-ii#-V#-ii-V-89,progression,ii#-V#-ii-V,5,89,train,,,,
19266,F-5-I-VI-ii-V-maj-187,progression,I-VI-ii-V-maj,5,187,train,,,,
19267,A-6-I-VI-ii-V-maj-170,progression,I-VI-ii-V-maj,6,170,test,,,,
19268,D-3-I-i#-ii-V-168,progression,I-i#-ii-V,3,168,train,,,,
19269,F-6-I-IV7-iii-VI7-45,progression,I-IV7-iii-VI7,6,45,test,,,,
19270,Ab-5-iii-VI-ii-V-210,progression,iii-VI-ii-V,5,210,train,,,,
19271,A-2-iii-VI-ii-V-157,progression,iii-VI-ii-V,2,157,train,,,,
19272,C-7-I-i#-ii-V-52,progression,I-i#-ii-V,7,52,validation,,,,
19273,C-4-ii-V-I-maj-29,progression,ii-V-I-maj,4,29,train,,,,
19274,C#-7-I-VI-ii-V-maj-139,progression,I-VI-ii-V-maj,7,139,train,,,,
19275,C-2-iii-VI-ii-V-248,progression,iii-VI-ii-V,2,248,validation,,,,
19276,E-7-I-IV7-iii-VI7-153,progression,I-IV7-iii-VI7,7,153,train,,,,
19277,D-3-I-VI-ii-V-maj-54,progression,I-VI-ii-V-maj,3,54,train,,,,
19278,Eb-5-ii-V-i-min-3,progression,ii-V-i-min,5,3,train,,,,
19279,A-1-ii#-V#-ii-V-218,progression,ii#-V#-ii-V,1,218,train,,,,
19280,C#-1-ii#-V#-ii-V-22,progression,ii#-V#-ii-V,1,22,train,,,,
19281,Eb-7-iii-VI-ii-V-77,progression,iii-VI-ii-V,7,77,train,,,,
19282,Bb-4-ii-triV-I-51,progression,ii-triV-I,4,51,train,,,,
19283,Eb-4-iii-VI-ii-V-54,progression,iii-VI-ii-V,4,54,train,,,,
19284,G-1-I-IV7-iii-VI7-9,progression,I-IV7-iii-VI7,1,9,validation,,,,
19285,C#-7-ii-V-i-min-45,progression,ii-V-i-min,7,45,test,,,,
19286,F#-4-I-IV7-iii-VI7-1,progression,I-IV7-iii-VI7,4,1,train,,,,
19287,Bb-1-I-IV7-iii-VI7-167,progression,I-IV7-iii-VI7,1,167,train,,,,
19288,Bb-5-ii#-V#-ii-V-66,progression,ii#-V#-ii-V,5,66,train,,,,
19289,E-5-ii#-V#-ii-V-239,progression,ii#-V#-ii-V,5,239,train,,,,
19290,B-7-i-vi-ii-V-min-37,progression,i-vi-ii-V-min,7,37,train,,,,
19291,D-5-ii-V-I-maj-14,progression,ii-V-I-maj,5,14,train,,,,
19292,F#-6-I-i#-ii-V-155,progression,I-i#-ii-V,6,155,train,,,,
19293,Eb-1-I-VI-ii-V-maj-230,progression,I-VI-ii-V-maj,1,230,train,,,,
19294,F#-5-iii-VI-ii-V-76,progression,iii-VI-ii-V,5,76,train,,,,
19295,E-6-I-VI-ii-V-maj-64,progression,I-VI-ii-V-maj,6,64,train,,,,
19296,C#-6-iii-VI-ii-V-125,progression,iii-VI-ii-V,6,125,train,,,,
19297,F-3-I-IV7-iii-VI7-40,progression,I-IV7-iii-VI7,3,40,train,,,,
19298,D-1-I-i#-ii-V-111,progression,I-i#-ii-V,1,111,train,,,,
19299,Ab-6-I-VI-ii-V-maj-83,progression,I-VI-ii-V-maj,6,83,train,,,,
19300,E-3-I-IV7-iii-VI7-214,progression,I-IV7-iii-VI7,3,214,test,,,,
19301,B-3-ii#-V#-ii-V-19,progression,ii#-V#-ii-V,3,19,train,,,,
19302,C#-1-iii-VI-ii-V-223,progression,iii-VI-ii-V,1,223,train,,,,
19303,Ab-4-ii#-V#-ii-V-37,progression,ii#-V#-ii-V,4,37,test,,,,
19304,F-3-I-IV7-iii-VI7-51,progression,I-IV7-iii-VI7,3,51,train,,,,
19305,Eb-4-I-i#-ii-V-231,progression,I-i#-ii-V,4,231,train,,,,
19306,Ab-3-i-vi-ii-V-min-2,progression,i-vi-ii-V-min,3,2,train,,,,
19307,Bb-2-ii-triV-I-9,progression,ii-triV-I,2,9,train,,,,
19308,Eb-3-ii#-V#-ii-V-106,progression,ii#-V#-ii-V,3,106,validation,,,,
19309,A-7-iii-VI-ii-V-16,progression,iii-VI-ii-V,7,16,train,,,,
19310,G-7-i-vi-ii-V-min-35,progression,i-vi-ii-V-min,7,35,train,,,,
19311,B-7-iii-VI-ii-V-100,progression,iii-VI-ii-V,7,100,train,,,,
19312,C-7-ii-triV-I-45,progression,ii-triV-I,7,45,train,,,,
19313,Eb-1-I-VI-ii-V-maj-25,progression,I-VI-ii-V-maj,1,25,train,,,,
19314,F-5-I-VI-ii-V-maj-114,progression,I-VI-ii-V-maj,5,114,train,,,,
19315,D-6-I-IV7-iii-VI7-216,progression,I-IV7-iii-VI7,6,216,train,,,,
19316,F-7-ii-V-i-min-15,progression,ii-V-i-min,7,15,train,,,,
19317,B-6-iii-VI-ii-V-31,progression,iii-VI-ii-V,6,31,train,,,,
19318,C#-3-iii-VI-ii-V-27,progression,iii-VI-ii-V,3,27,train,,,,
19319,C-3-ii-triV-I-11,progression,ii-triV-I,3,11,test,,,,
19320,B-2-ii#-V#-ii-V-4,progression,ii#-V#-ii-V,2,4,train,,,,
19321,B-2-ii-triV-I-60,progression,ii-triV-I,2,60,test,,,,
19322,E-6-ii#-V#-ii-V-115,progression,ii#-V#-ii-V,6,115,train,,,,
19323,Eb-4-I-IV7-iii-VI7-247,progression,I-IV7-iii-VI7,4,247,train,,,,
19324,Ab-3-I-VI-ii-V-maj-121,progression,I-VI-ii-V-maj,3,121,train,,,,
19325,Bb-3-iii-VI-ii-V-67,progression,iii-VI-ii-V,3,67,train,,,,
19326,B-1-i-vi-ii-V-min-103,progression,i-vi-ii-V-min,1,103,train,,,,
19327,E-3-I-VI-ii-V-maj-25,progression,I-VI-ii-V-maj,3,25,train,,,,
19328,E-3-i-vi-ii-V-min-109,progression,i-vi-ii-V-min,3,109,test,,,,
19329,D-4-i-vi-ii-V-min-145,progression,i-vi-ii-V-min,4,145,train,,,,
19330,C-2-I-i#-ii-V-124,progression,I-i#-ii-V,2,124,train,,,,
19331,A-7-I-VI-ii-V-maj-166,progression,I-VI-ii-V-maj,7,166,train,,,,
19332,B-4-ii#-V#-ii-V-120,progression,ii#-V#-ii-V,4,120,train,,,,
19333,C-7-ii#-V#-ii-V-243,progression,ii#-V#-ii-V,7,243,train,,,,
19334,G-3-I-IV7-iii-VI7-53,progression,I-IV7-iii-VI7,3,53,train,,,,
19335,E-5-ii#-V#-ii-V-187,progression,ii#-V#-ii-V,5,187,train,,,,
19336,B-2-I-IV7-iii-VI7-189,progression,I-IV7-iii-VI7,2,189,test,,,,
19337,F#-6-I-i#-ii-V-142,progression,I-i#-ii-V,6,142,train,,,,
19338,Ab-3-iii-VI-ii-V-194,progression,iii-VI-ii-V,3,194,train,,,,
19339,C#-6-ii-V-I-maj-30,progression,ii-V-I-maj,6,30,train,,,,
19340,B-3-I-VI-ii-V-maj-11,progression,I-VI-ii-V-maj,3,11,test,,,,
19341,F-2-I-VI-ii-V-maj-117,progression,I-VI-ii-V-maj,2,117,train,,,,
19342,E-7-I-IV7-iii-VI7-57,progression,I-IV7-iii-VI7,7,57,train,,,,
19343,D-2-iii-VI-ii-V-31,progression,iii-VI-ii-V,2,31,train,,,,
19344,G-4-I-VI-ii-V-maj-2,progression,I-VI-ii-V-maj,4,2,validation,,,,
19345,E-5-ii#-V#-ii-V-143,progression,ii#-V#-ii-V,5,143,test,,,,
19346,D-6-I-IV7-iii-VI7-123,progression,I-IV7-iii-VI7,6,123,validation,,,,
19347,C#-6-I-VI-ii-V-maj-187,progression,I-VI-ii-V-maj,6,187,train,,,,
19348,C-1-I-i#-ii-V-107,progression,I-i#-ii-V,1,107,train,,,,
19349,F-6-iii-VI-ii-V-123,progression,iii-VI-ii-V,6,123,train,,,,
19350,Eb-2-I-VI-ii-V-maj-254,progression,I-VI-ii-V-maj,2,254,train,,,,
19351,Eb-3-ii-V-I-maj-14,progression,ii-V-I-maj,3,14,train,,,,
19352,B-4-I-IV7-iii-VI7-253,progression,I-IV7-iii-VI7,4,253,train,,,,
19353,F#-4-I-i#-ii-V-232,progression,I-i#-ii-V,4,232,train,,,,
19354,D-7-ii-V-i-min-61,progression,ii-V-i-min,7,61,train,,,,
19355,F-1-I-VI-ii-V-maj-174,progression,I-VI-ii-V-maj,1,174,train,,,,
19356,D-1-ii-triV-I-27,progression,ii-triV-I,1,27,train,,,,
19357,D-3-I-IV7-iii-VI7-178,progression,I-IV7-iii-VI7,3,178,test,,,,
19358,Bb-2-I-VI-ii-V-maj-6,progression,I-VI-ii-V-maj,2,6,train,,,,
19359,F#-3-ii#-V#-ii-V-156,progression,ii#-V#-ii-V,3,156,train,,,,
19360,Eb-4-I-VI-ii-V-maj-142,progression,I-VI-ii-V-maj,4,142,train,,,,
19361,Ab-2-i-vi-ii-V-min-133,progression,i-vi-ii-V-min,2,133,validation,,,,
19362,D-2-iii-VI-ii-V-121,progression,iii-VI-ii-V,2,121,train,,,,
19363,D-4-ii#-V#-ii-V-110,progression,ii#-V#-ii-V,4,110,train,,,,
19364,A-6-I-VI-ii-V-maj-16,progression,I-VI-ii-V-maj,6,16,train,,,,
19365,D-7-iii-VI-ii-V-182,progression,iii-VI-ii-V,7,182,train,,,,
19366,C-3-i-vi-ii-V-min-131,progression,i-vi-ii-V-min,3,131,train,,,,
19367,C#-3-I-i#-ii-V-223,progression,I-i#-ii-V,3,223,train,,,,
19368,B-2-I-IV7-iii-VI7-166,progression,I-IV7-iii-VI7,2,166,train,,,,
19369,F#-4-I-VI-ii-V-maj-71,progression,I-VI-ii-V-maj,4,71,train,,,,
19370,G-1-I-VI-ii-V-maj-49,progression,I-VI-ii-V-maj,1,49,train,,,,
19371,A-6-iii-VI-ii-V-233,progression,iii-VI-ii-V,6,233,train,,,,
19372,Eb-4-I-VI-ii-V-maj-144,progression,I-VI-ii-V-maj,4,144,validation,,,,
19373,Eb-2-iii-VI-ii-V-79,progression,iii-VI-ii-V,2,79,train,,,,
19374,Ab-6-I-VI-ii-V-maj-69,progression,I-VI-ii-V-maj,6,69,train,,,,
19375,G-5-ii#-V#-ii-V-22,progression,ii#-V#-ii-V,5,22,train,,,,
19376,B-2-iii-VI-ii-V-61,progression,iii-VI-ii-V,2,61,train,,,,
19377,F#-1-i-vi-ii-V-min-182,progression,i-vi-ii-V-min,1,182,train,,,,
19378,C#-3-ii#-V#-ii-V-91,progression,ii#-V#-ii-V,3,91,train,,,,
19379,E-7-ii-V-I-maj-14,progression,ii-V-I-maj,7,14,validation,,,,
19380,C-3-iii-VI-ii-V-65,progression,iii-VI-ii-V,3,65,train,,,,
19381,Ab-3-I-IV7-iii-VI7-21,progression,I-IV7-iii-VI7,3,21,train,,,,
19382,Bb-1-I-IV7-iii-VI7-212,progression,I-IV7-iii-VI7,1,212,train,,,,
19383,Ab-2-I-IV7-iii-VI7-22,progression,I-IV7-iii-VI7,2,22,train,,,,
19384,F#-1-I-IV7-iii-VI7-99,progression,I-IV7-iii-VI7,1,99,train,,,,
19385,Eb-7-I-i#-ii-V-123,progression,I-i#-ii-V,7,123,train,,,,
19386,Eb-6-ii#-V#-ii-V-85,progression,ii#-V#-ii-V,6,85,train,,,,
19387,Bb-4-iii-VI-ii-V-180,progression,iii-VI-ii-V,4,180,train,,,,
19388,Bb-5-i-vi-ii-V-min-202,progression,i-vi-ii-V-min,5,202,train,,,,
19389,C-5-I-i#-ii-V-151,progression,I-i#-ii-V,5,151,train,,,,
19390,B-4-i-vi-ii-V-min-87,progression,i-vi-ii-V-min,4,87,train,,,,
19391,C-5-i-vi-ii-V-min-78,progression,i-vi-ii-V-min,5,78,train,,,,
19392,E-2-I-VI-ii-V-maj-130,progression,I-VI-ii-V-maj,2,130,train,,,,
19393,E-7-i-vi-ii-V-min-249,progression,i-vi-ii-V-min,7,249,train,,,,
19394,A-5-I-IV7-iii-VI7-188,progression,I-IV7-iii-VI7,5,188,train,,,,
19395,Eb-7-ii-V-I-maj-50,progression,ii-V-I-maj,7,50,train,,,,
19396,D-6-I-VI-ii-V-maj-81,progression,I-VI-ii-V-maj,6,81,train,,,,
19397,D-5-ii#-V#-ii-V-133,progression,ii#-V#-ii-V,5,133,train,,,,
19398,Ab-3-ii#-V#-ii-V-140,progression,ii#-V#-ii-V,3,140,train,,,,
19399,C-5-I-IV7-iii-VI7-81,progression,I-IV7-iii-VI7,5,81,train,,,,
19400,D-1-ii#-V#-ii-V-230,progression,ii#-V#-ii-V,1,230,train,,,,
19401,B-5-ii#-V#-ii-V-15,progression,ii#-V#-ii-V,5,15,train,,,,
19402,D-6-ii-V-i-min-10,progression,ii-V-i-min,6,10,train,,,,
19403,B-7-iii-VI-ii-V-149,progression,iii-VI-ii-V,7,149,validation,,,,
19404,D-3-I-i#-ii-V-108,progression,I-i#-ii-V,3,108,train,,,,
19405,E-7-ii-V-I-maj-53,progression,ii-V-I-maj,7,53,train,,,,
19406,G-7-i-vi-ii-V-min-58,progression,i-vi-ii-V-min,7,58,test,,,,
19407,D-5-I-VI-ii-V-maj-1,progression,I-VI-ii-V-maj,5,1,train,,,,
19408,G-4-ii-V-i-min-8,progression,ii-V-i-min,4,8,test,,,,
19409,G-3-I-i#-ii-V-58,progression,I-i#-ii-V,3,58,train,,,,
19410,F-7-ii#-V#-ii-V-114,progression,ii#-V#-ii-V,7,114,train,,,,
19411,B-5-I-i#-ii-V-189,progression,I-i#-ii-V,5,189,train,,,,
19412,G-2-ii#-V#-ii-V-39,progression,ii#-V#-ii-V,2,39,train,,,,
19413,C#-1-iii-VI-ii-V-71,progression,iii-VI-ii-V,1,71,train,,,,
19414,F#-4-ii-V-i-min-33,progression,ii-V-i-min,4,33,train,,,,
19415,B-3-I-VI-ii-V-maj-28,progression,I-VI-ii-V-maj,3,28,validation,,,,
19416,F-1-iii-VI-ii-V-166,progression,iii-VI-ii-V,1,166,train,,,,
19417,Ab-6-I-i#-ii-V-133,progression,I-i#-ii-V,6,133,train,,,,
19418,Ab-1-I-i#-ii-V-85,progression,I-i#-ii-V,1,85,train,,,,
19419,A-2-i-vi-ii-V-min-216,progression,i-vi-ii-V-min,2,216,train,,,,
19420,F#-2-I-VI-ii-V-maj-53,progression,I-VI-ii-V-maj,2,53,validation,,,,
19421,Bb-3-i-vi-ii-V-min-150,progression,i-vi-ii-V-min,3,150,train,,,,
19422,C-3-i-vi-ii-V-min-19,progression,i-vi-ii-V-min,3,19,train,,,,
19423,Ab-5-ii-V-i-min-17,progression,ii-V-i-min,5,17,train,,,,
19424,B-3-I-i#-ii-V-27,progression,I-i#-ii-V,3,27,validation,,,,
19425,C-4-I-i#-ii-V-11,progression,I-i#-ii-V,4,11,train,,,,
19426,B-2-iii-VI-ii-V-156,progression,iii-VI-ii-V,2,156,train,,,,
19427,Eb-6-ii-V-I-maj-23,progression,ii-V-I-maj,6,23,test,,,,
19428,Ab-3-I-i#-ii-V-71,progression,I-i#-ii-V,3,71,train,,,,
19429,F-2-i-vi-ii-V-min-42,progression,i-vi-ii-V-min,2,42,train,,,,
19430,Bb-5-ii#-V#-ii-V-146,progression,ii#-V#-ii-V,5,146,validation,,,,
19431,F-2-ii-V-i-min-3,progression,ii-V-i-min,2,3,train,,,,
19432,G-1-iii-VI-ii-V-84,progression,iii-VI-ii-V,1,84,train,,,,
19433,F-5-ii#-V#-ii-V-125,progression,ii#-V#-ii-V,5,125,train,,,,
19434,F#-2-ii-triV-I-47,progression,ii-triV-I,2,47,train,,,,
19435,A-7-I-i#-ii-V-205,progression,I-i#-ii-V,7,205,train,,,,
19436,Bb-2-I-IV7-iii-VI7-60,progression,I-IV7-iii-VI7,2,60,train,,,,
19437,C#-7-I-VI-ii-V-maj-154,progression,I-VI-ii-V-maj,7,154,train,,,,
19438,F#-1-ii#-V#-ii-V-216,progression,ii#-V#-ii-V,1,216,train,,,,
19439,E-3-I-i#-ii-V-208,progression,I-i#-ii-V,3,208,train,,,,
19440,C-1-ii-triV-I-25,progression,ii-triV-I,1,25,train,,,,
19441,F#-4-I-IV7-iii-VI7-239,progression,I-IV7-iii-VI7,4,239,train,,,,
19442,B-6-ii#-V#-ii-V-77,progression,ii#-V#-ii-V,6,77,test,,,,
19443,F-4-I-i#-ii-V-211,progression,I-i#-ii-V,4,211,train,,,,
19444,B-1-I-IV7-iii-VI7-107,progression,I-IV7-iii-VI7,1,107,train,,,,
19445,Ab-7-iii-VI-ii-V-240,progression,iii-VI-ii-V,7,240,train,,,,
19446,C#-3-ii#-V#-ii-V-25,progression,ii#-V#-ii-V,3,25,validation,,,,
19447,F-4-iii-VI-ii-V-235,progression,iii-VI-ii-V,4,235,train,,,,
19448,G-1-I-i#-ii-V-173,progression,I-i#-ii-V,1,173,train,,,,
19449,B-4-I-VI-ii-V-maj-119,progression,I-VI-ii-V-maj,4,119,train,,,,
19450,Eb-7-iii-VI-ii-V-65,progression,iii-VI-ii-V,7,65,train,,,,
19451,C#-4-ii#-V#-ii-V-155,progression,ii#-V#-ii-V,4,155,train,,,,
19452,Ab-2-I-VI-ii-V-maj-89,progression,I-VI-ii-V-maj,2,89,test,,,,
19453,E-4-I-VI-ii-V-maj-183,progression,I-VI-ii-V-maj,4,183,train,,,,
19454,B-1-I-VI-ii-V-maj-86,progression,I-VI-ii-V-maj,1,86,train,,,,
19455,Eb-4-i-vi-ii-V-min-56,progression,i-vi-ii-V-min,4,56,train,,,,
19456,E-4-I-i#-ii-V-9,progression,I-i#-ii-V,4,9,train,,,,
19457,E-1-I-IV7-iii-VI7-234,progression,I-IV7-iii-VI7,1,234,validation,,,,
19458,B-4-I-VI-ii-V-maj-225,progression,I-VI-ii-V-maj,4,225,train,,,,
19459,F-7-I-IV7-iii-VI7-127,progression,I-IV7-iii-VI7,7,127,test,,,,
19460,F#-2-ii#-V#-ii-V-91,progression,ii#-V#-ii-V,2,91,train,,,,
19461,F#-3-iii-VI-ii-V-129,progression,iii-VI-ii-V,3,129,train,,,,
19462,A-4-i-vi-ii-V-min-92,progression,i-vi-ii-V-min,4,92,train,,,,
